<, 1>
<I, 157>
<envy, 1>
<him, 19>
<Yonder, 1>
<arrayed, 1>
<like, 19>
<bridegroom, 2>
<except, 2>
<black, 3>
<mask, 2>
<When, 4>
<shall, 17>
<see, 20>
<how, 11>
<regards, 1>
<fair, 4>
<maid, 1>
<whose, 5>
<heart, 3>
<cannot, 4>
<win, 2>
<her, 152>
<stern, 1>
<father, 2>
<bestows, 1>
<hand, 5>
<returned, 3>
<Tis, 1>
<whispered, 1>
<loves, 1>
<young, 11>
<English, 4>
<artist, 3>
<haunts, 1>
<spurned, 1>
<by, 41>
<old, 16>
<said, 38>
<lady, 7>
<as, 78>
<they, 29>
<joined, 1>
<revel, 2>
<was, 94>
<height, 2>
<when, 21>
<priest, 1>
<appeared, 5>
<withdrawing, 1>
<pair, 2>
<an, 23>
<alcove, 1>
<hung, 2>
<purple, 1>
<velvet, 1>
<motioned, 1>
<them, 19>
<kneel, 1>
<Instant, 1>
<silence, 1>
<fell, 8>
<sound, 1>
<but, 45>
<dash, 1>
<fountains, 1>
<or, 19>
<rustle, 1>
<orange, 1>
<groves, 1>
<sleeping, 1>
<moonlight, 1>
<broke, 4>
<hush, 1>
<de, 1>
<spoke, 4>
<thus, 1>
<My, 5>
<lords, 1>
<pardon, 3>
<ruse, 1>
<which, 29>
<have, 33>
<gathered, 3>
<you, 65>
<witness, 1>
<marriage, 2>
<daughter, 2>
<Father, 1>
<wait, 1>
<services, 1>
<All, 3>
<eyes, 9>
<turned, 4>
<toward, 3>
<bridal, 1>
<party, 10>
<murmur, 1>
<amazement, 1>
<through, 6>
<neither, 3>
<bride, 2>
<nor, 1>
<groom, 1>
<removed, 2>
<masks, 1>
<Curiosity, 1>
<wonder, 1>
<possessed, 2>
<hearts, 2>
<respect, 1>
<restrained, 1>
<tongues, 1>
<till, 8>
<holy, 1>
<rite, 1>
<over, 9>
<Then, 5>
<eager, 2>
<spectators, 1>
<round, 8>
<count, 2>
<demanding, 2>
<explanation, 1>
<Gladly, 1>
<would, 21>
<give, 7>
<it, 91>
<if, 26>
<could, 10>
<only, 14>
<know, 9>
<whim, 1>
<timid, 2>
<yielded, 1>
<Now, 10>
<children, 3>
<let, 12>
<play, 14>
<end, 2>
<Unmask, 1>
<receive, 1>
<blessing, 1>
<But, 11>
<bent, 1>
<knee, 1>
<replied, 4>
<tone, 6>
<startled, 2>
<listeners, 1>
<disclosing, 1>
<noble, 2>
<Ferdinand, 2>
<Devereux, 2>
<lover, 1>
<leaning, 1>
<breast, 1>
<where, 7>
<now, 13>
<flashed, 1>
<star, 1>
<earl, 1>
<radiant, 1>
<joy, 1>
<beauty, 2>
<lord, 1>
<scornfully, 1>
<bade, 1>
<me, 25>
<claim, 1>
<boast, 1>
<high, 3>
<name, 3>
<vast, 1>
<fortune, 1>
<can, 17>
<do, 30>
<more, 12>
<even, 4>
<ambitious, 1>
<soul, 1>
<refuse, 1>
<Earl, 1>
<De, 1>
<Vere, 1>
<gives, 3>
<ancient, 1>
<boundless, 1>
<wealth, 1>
<return, 2>
<beloved, 3>
<this, 16>
<wife, 1>
<stood, 4>
<one, 38>
<changed, 1>
<stone, 2>
<turning, 2>
<bewildered, 2>
<crowd, 1>
<added, 6>
<smile, 2>
<triumph, 1>
<friends, 5>
<wish, 6>
<wooing, 1>
<mine, 1>
<has, 12>
<done, 7>
<masked, 1>
<S, 5>
<PICKWICK, 1>
<Why, 4>
<Tower, 1>
<Babel, 1>
<It, 22>
<full, 7>
<unruly, 1>
<members, 2>
<HISTORY, 1>
<OF, 1>
<SQUASH, 1>
<Once, 1>
<time, 20>
<farmer, 1>
<planted, 1>
<seed, 2>
<garden, 5>
<while, 16>
<sprouted, 1>
<became, 3>
<vine, 1>
<bore, 2>
<many, 7>
<squashes, 1>
<One, 4>
<day, 15>
<October, 1>
<were, 21>
<ripe, 2>
<picked, 1>
<took, 11>
<market, 2>
<grocerman, 1>
<bought, 2>
<put, 13>
<shop, 1>
<same, 1>
<morning, 9>
<girl, 4>
<brown, 3>
<hat, 7>
<blue, 2>
<snub, 2>
<mother, 7>
<She, 9>
<lugged, 1>
<home, 11>
<cut, 2>
<boiled, 3>
<big, 6>
<pot, 1>
<mashed, 1>
<some, 14>
<salt, 1>
<butter, 3>
<dinner, 15>
<rest, 9>
<pint, 1>
<milk, 2>
<two, 7>
<eggs, 1>
<four, 3>
<spoons, 1>
<sugar, 2>
<nutmeg, 1>
<crackers, 1>
<deep, 1>
<dish, 2>
<baked, 2>
<nice, 9>
<next, 8>
<eaten, 1>
<family, 3>
<named, 2>
<March, 17>
<T, 3>
<TUPMAN, 1>
<Mr, 19>
<Pickwick, 6>
<Sir, 2>
<address, 1>
<subject, 2>
<sin, 1>
<sinner, 1>
<mean, 3>
<man, 4>
<makes, 1>
<trouble, 3>
<laughing, 3>
<sometimes, 2>
<won, 7>
<t, 62>
<write, 5>
<piece, 1>
<fine, 6>
<hope, 3>
<will, 34>
<badness, 1>
<send, 1>
<French, 2>
<fable, 1>
<because, 5>
<out, 17>
<head, 8>
<lessons, 3>
<no, 23>
<brains, 1>
<future, 1>
<try, 7>
<take, 9>
<fetlock, 2>
<prepare, 1>
<work, 15>
<commy, 1>
<la, 2>
<fo, 1>
<means, 3>
<right, 5>
<am, 5>
<haste, 1>
<nearly, 4>
<school, 1>
<Yours, 2>
<respectably, 1>
<N, 2>
<WINKLE, 1>
<above, 2>
<manly, 2>
<handsome, 2>
<acknowledgment, 1>
<past, 1>
<misdemeanors, 1>
<If, 7>
<friend, 7>
<studied, 1>
<punctuation, 1>
<SAD, 1>
<ACCIDENT, 1>
<Friday, 2>
<last, 7>
<violent, 1>
<shock, 1>
<basement, 1>
<followed, 6>
<cries, 1>
<distress, 1>
<rushing, 1>
<body, 1>
<cellar, 1>
<discovered, 6>
<President, 6>
<prostrate, 1>
<floor, 2>
<having, 5>
<tripped, 1>
<fallen, 1>
<getting, 5>
<wood, 1>
<domestic, 2>
<purposes, 1>
<perfect, 2>
<scene, 3>
<ruin, 1>
<met, 3>
<fall, 1>
<had, 55>
<plunged, 1>
<shoulders, 1>
<into, 7>
<tub, 1>
<water, 4>
<upset, 2>
<keg, 1>
<soft, 1>
<soap, 2>
<form, 1>
<torn, 1>
<garments, 1>
<badly, 1>
<being, 8>
<from, 14>
<perilous, 1>
<situation, 1>
<suffered, 1>
<injury, 1>
<several, 6>
<bruises, 1>
<are, 19>
<happy, 4>
<add, 3>
<doing, 3>
<ED, 1>
<PUBLIC, 1>
<BEREAVEMENT, 1>
<painful, 1>
<duty, 3>
<record, 1>
<sudden, 2>
<mysterious, 2>
<disappearance, 1>
<cherished, 1>
<Mrs, 13>
<Snowball, 2>
<Pat, 1>
<Paw, 1>
<This, 6>
<cat, 3>
<pet, 4>
<large, 1>
<circle, 1>
<warm, 4>
<admiring, 1>
<attracted, 1>
<graces, 1>
<virtues, 1>
<endeared, 1>
<loss, 2>
<deeply, 4>
<felt, 6>
<whole, 6>
<community, 1>
<sitting, 3>
<gate, 2>
<watching, 1>
<butcher, 1>
<s, 66>
<cart, 1>
<feared, 2>
<villain, 1>
<tempted, 1>
<charms, 2>
<basely, 2>
<stole, 1>
<Weeks, 1>
<passed, 3>
<trace, 1>
<been, 10>
<relinquish, 1>
<tie, 1>
<ribbon, 2>
<basket, 2>
<set, 5>
<aside, 1>
<weep, 2>
<lost, 2>
<us, 13>
<forever, 2>
<sympathizing, 1>
<sends, 1>
<following, 1>
<gem, 1>
<LAMENT, 1>
<FOR, 1>
<B, 1>
<PAT, 1>
<PAW, 1>
<We, 11>
<mourn, 1>
<sigh, 1>
<o, 3>
<er, 2>
<hapless, 1>
<fate, 1>
<For, 1>
<never, 10>
<fire, 5>
<ll, 26>
<sit, 1>
<Nor, 4>
<green, 2>
<grave, 4>
<infant, 1>
<sleeps, 1>
<Is, 2>
<neath, 1>
<chestnut, 1>
<tree, 3>
<empty, 2>
<bed, 2>
<idle, 2>
<ball, 5>
<Will, 1>
<No, 7>
<gentle, 2>
<tap, 1>
<loving, 2>
<purr, 1>
<heard, 2>
<parlor, 4>
<door, 7>
<Another, 1>
<mice, 1>
<dirty, 1>
<does, 4>
<hunt, 1>
<darling, 1>
<did, 21>
<airy, 1>
<grace, 1>
<stealthy, 1>
<paws, 1>
<very, 17>
<Where, 1>
<used, 1>
<spits, 1>
<dogs, 1>
<gallantly, 1>
<drove, 2>
<away, 6>
<mild, 1>
<best, 7>
<dear, 6>
<worship, 2>
<thee, 1>
<ADVERTISEMENTS, 1>
<MISS, 1>
<ORANTHY, 1>
<BLUGGAGE, 1>
<accomplished, 2>
<strong, 2>
<minded, 3>
<lecturer, 1>
<deliver, 1>
<famous, 1>
<lecture, 1>
<WOMAN, 1>
<AND, 1>
<HER, 1>
<POSITION, 1>
<Hall, 1>
<Saturday, 3>
<Evening, 1>
<usual, 4>
<performances, 1>
<WEEKLY, 2>
<MEETING, 1>
<held, 1>
<Kitchen, 1>
<Place, 1>
<teach, 1>
<cook, 4>
<Hannah, 8>
<Brown, 2>
<preside, 1>
<invited, 1>
<attend, 3>
<DUSTPAN, 1>
<SOCIETY, 1>
<meet, 3>
<Wednesday, 1>
<parade, 1>
<upper, 1>
<story, 2>
<Club, 1>
<House, 1>
<appear, 3>
<uniform, 1>
<shoulder, 1>
<brooms, 1>
<nine, 3>
<precisely, 1>
<MRS, 1>
<BETH, 1>
<BOUNCER, 1>
<open, 7>
<new, 10>
<assortment, 1>
<Doll, 1>
<Millinery, 1>
<latest, 1>
<Paris, 1>
<fashions, 1>
<arrived, 3>
<orders, 2>
<respectfully, 1>
<solicited, 1>
<NEW, 1>
<PLAY, 1>
<Barnville, 1>
<Theatre, 1>
<course, 4>
<few, 8>
<weeks, 1>
<surpass, 1>
<anything, 8>
<ever, 6>
<American, 2>
<stage, 1>
<GREEK, 1>
<SLAVE, 1>
<Constantine, 1>
<Avenger, 1>
<thrilling, 1>
<drama, 1>
<HINTS, 1>
<didn, 8>
<use, 2>
<much, 16>
<hands, 8>
<wouldn, 3>
<always, 3>
<late, 4>
<breakfast, 5>
<requested, 1>
<whistle, 1>
<street, 1>
<please, 4>
<don, 19>
<forget, 1>
<Amy, 25>
<napkin, 2>
<W, 1>
<must, 2>
<fret, 1>
<tucks, 1>
<REPORT, 1>
<Meg, 41>
<Good, 5>
<Jo, 76>
<Bad, 1>
<Beth, 32>
<Very, 2>
<Middling, 1>
<As, 5>
<finished, 1>
<reading, 5>
<beg, 2>
<leave, 2>
<assure, 1>
<readers, 1>
<bona, 2>
<fide, 2>
<copy, 2>
<written, 1>
<once, 5>
<applause, 2>
<then, 8>
<Snodgrass, 7>
<rose, 4>
<make, 17>
<proposition, 1>
<gentlemen, 2>
<began, 8>
<assuming, 1>
<parliamentary, 1>
<attitude, 1>
<propose, 3>
<admission, 1>
<member, 7>
<highly, 1>
<deserves, 1>
<honor, 3>
<grateful, 5>
<immensely, 1>
<spirit, 3>
<literary, 1>
<value, 1>
<jolly, 2>
<Theodore, 1>
<Laurence, 5>
<honorary, 1>
<Come, 2>
<change, 1>
<made, 12>
<looked, 6>
<rather, 5>
<anxious, 1>
<word, 6>
<vote, 3>
<favor, 2>
<motion, 1>
<manifest, 1>
<saying, 4>
<Aye, 5>
<loud, 1>
<response, 1>
<everybody, 2>
<surprise, 1>
<Contrary, 1>
<say, 11>
<contrary, 1>
<great, 4>
<elegance, 2>
<any, 7>
<boys, 7>
<bounce, 1>
<about, 20>
<private, 1>
<proper, 3>
<m, 21>
<afraid, 5>
<fun, 5>
<afterward, 1>
<observed, 4>
<pulling, 1>
<curl, 1>
<forehead, 4>
<doubtful, 1>
<Up, 1>
<earnest, 1>
<gentleman, 4>
<Laurie, 30>
<sort, 1>
<He, 7>
<likes, 2>
<contributions, 2>
<keep, 5>
<sentimental, 3>
<think, 10>
<least, 1>
<offer, 2>
<welcome, 1>
<artful, 1>
<allusion, 1>
<benefits, 1>
<conferred, 1>
<brought, 1>
<feet, 2>
<looking, 10>
<quite, 6>
<mind, 9>
<ought, 3>
<come, 9>
<grandpa, 1>
<spirited, 1>
<burst, 2>
<electrified, 1>
<shake, 2>
<approvingly, 1>
<again, 5>
<Everybody, 1>
<remember, 2>
<cried, 13>
<excitedly, 1>
<three, 7>
<Bless, 1>
<there, 19>
<nothing, 7>
<taking, 2>
<characteristically, 1>
<observes, 1>
<allow, 2>
<present, 3>
<dismay, 2>
<threw, 1>
<closet, 4>
<displayed, 1>
<rag, 1>
<bag, 1>
<flushed, 2>
<twinkling, 1>
<suppressed, 1>
<You, 13>
<rogue, 1>
<traitor, 1>
<led, 1>
<triumphantly, 1>
<forth, 1>
<producing, 4>
<both, 5>
<chair, 4>
<badge, 1>
<installed, 1>
<jiffy, 1>
<coolness, 1>
<rascals, 1>
<amazing, 1>
<trying, 3>
<get, 11>
<awful, 2>
<frown, 1>
<succeeding, 1>
<amiable, 2>
<equal, 1>
<occasion, 2>
<rising, 3>
<salutation, 1>
<Chair, 1>
<most, 6>
<engaging, 1>
<manner, 3>
<introduce, 1>
<myself, 3>
<Sam, 2>
<Weller, 3>
<humble, 1>
<servant, 2>
<pounding, 1>
<handle, 1>
<warming, 3>
<pan, 4>
<leaned, 1>
<faithful, 1>
<patron, 1>
<continued, 2>
<wave, 1>
<flatteringly, 1>
<presented, 1>
<blamed, 1>
<base, 1>
<stratagem, 1>
<planned, 1>
<gave, 8>
<lots, 1>
<teasing, 1>
<lay, 5>
<yourself, 2>
<proposed, 2>
<cupboard, 1>
<enjoying, 1>
<amazingly, 1>
<Never, 3>
<what, 9>
<says, 5>
<wretch, 1>
<sir, 1>
<Welleresque, 1>
<nod, 1>
<henceforth, 1>
<devote, 1>
<interest, 2>
<immortal, 1>
<Hear, 2>
<clashing, 1>
<lid, 1>
<cymbal, 1>
<Go, 2>
<go, 18>
<bowed, 2>
<benignly, 1>
<merely, 1>
<slight, 2>
<token, 1>
<gratitude, 1>
<promoting, 1>
<friendly, 2>
<relations, 1>
<between, 1>
<adjoining, 1>
<nations, 1>
<post, 5>
<office, 6>
<hedge, 1>
<lower, 1>
<corner, 6>
<spacious, 1>
<building, 1>
<padlocks, 1>
<doors, 1>
<convenience, 1>
<mails, 1>
<also, 2>
<females, 1>
<allowed, 2>
<expression, 1>
<martin, 1>
<house, 3>
<ve, 3>
<stopped, 2>
<roof, 1>
<hold, 4>
<sorts, 5>
<things, 7>
<save, 2>
<valuable, 1>
<Letters, 1>
<manuscripts, 1>
<books, 4>
<bundles, 2>
<each, 5>
<nation, 1>
<key, 3>
<uncommonly, 2>
<fancy, 2>
<Allow, 1>
<thanks, 3>
<Great, 1>
<deposited, 1>
<table, 6>
<subsided, 1>
<clashed, 1>
<waved, 1>
<wildly, 1>
<before, 9>
<order, 5>
<restored, 1>
<long, 6>
<discussion, 1>
<everyone, 7>
<came, 12>
<surprising, 1>
<unusually, 3>
<lively, 3>
<meeting, 1>
<adjourn, 1>
<hour, 3>
<shrill, 1>
<cheers, 1>
<regretted, 2>
<admittance, 1>
<devoted, 2>
<behaved, 1>
<jovial, 1>
<certainly, 1>
<meetings, 1>
<orations, 1>
<convulsed, 1>
<hearers, 1>
<excellent, 3>
<patriotic, 1>
<classical, 1>
<comical, 3>
<dramatic, 1>
<regarded, 1>
<worthy, 1>
<Bacon, 1>
<Milton, 1>
<Shakespeare, 1>
<remodeled, 1>
<own, 6>
<works, 1>
<good, 22>
<effect, 3>
<thought, 7>
<O, 1>
<capital, 2>
<institution, 1>
<flourished, 1>
<wonderfully, 1>
<queer, 3>
<real, 1>
<Tragedies, 1>
<cravats, 1>
<poetry, 1>
<pickles, 1>
<seeds, 1>
<letters, 5>
<gingerbread, 2>
<rubbers, 1>
<invitations, 1>
<scoldings, 1>
<puppies, 1>
<liked, 4>
<amused, 1>
<himself, 2>
<sending, 1>
<odd, 3>
<messages, 1>
<funny, 4>
<telegrams, 2>
<gardener, 1>
<smitten, 1>
<actually, 3>
<sent, 4>
<love, 4>
<letter, 4>
<care, 6>
<How, 3>
<laughed, 4>
<secret, 1>
<dreaming, 1>
<CHAPTER, 2>
<ELEVEN, 1>
<EXPERIMENTS, 1>
<first, 6>
<June, 3>
<Kings, 1>
<seashore, 1>
<tomorrow, 4>
<free, 3>
<Three, 1>
<months, 1>
<vacation, 3>
<enjoy, 2>
<exclaimed, 2>
<find, 6>
<laid, 3>
<sofa, 2>
<unusual, 2>
<state, 4>
<exhaustion, 1>
<dusty, 1>
<boots, 1>
<lemonade, 2>
<refreshment, 1>
<Aunt, 3>
<today, 3>
<oh, 1>
<joyful, 1>
<mortally, 1>
<d, 7>
<ask, 4>
<should, 3>
<Plumfield, 1>
<churchyard, 1>
<excused, 1>
<flurry, 1>
<fright, 3>
<such, 5>
<hurry, 2>
<helpful, 1>
<impossible, 1>
<part, 2>
<quaked, 1>
<fairly, 1>
<carriage, 2>
<final, 1>
<popped, 1>
<Josyphine, 1>
<hear, 1>
<fled, 1>
<run, 1>
<whisked, 1>
<safe, 1>
<Poor, 3>
<bears, 1>
<cuddled, 1>
<sister, 2>
<motherly, 2>
<regular, 3>
<samphire, 2>
<tasting, 1>
<mixture, 1>
<critically, 1>
<vampire, 1>
<seaweed, 1>
<doesn, 4>
<matter, 1>
<particular, 1>
<parts, 2>
<speech, 2>
<murmured, 2>
<What, 5>
<changing, 1>
<tact, 1>
<lie, 1>
<abed, 1>
<depths, 1>
<rocking, 2>
<routed, 1>
<early, 4>
<winter, 1>
<spend, 3>
<days, 3>
<working, 2>
<other, 11>
<people, 6>
<going, 8>
<content, 1>
<dozy, 1>
<way, 4>
<suit, 2>
<heap, 1>
<improve, 1>
<shining, 1>
<hours, 2>
<perch, 1>
<apple, 2>
<l, 2>
<Don, 5>
<larks, 2>
<implored, 1>
<correction, 1>
<nightingales, 1>
<appropriate, 3>
<since, 4>
<warbler, 1>
<Well, 2>
<Mother, 13>
<want, 10>
<learn, 5>
<songs, 2>
<need, 1>
<fitting, 1>
<summer, 4>
<They, 5>
<dreadfully, 1>
<really, 1>
<suffering, 1>
<clothes, 2>
<May, 1>
<sat, 9>
<sewing, 5>
<called, 3>
<Marmee, 6>
<experiment, 8>
<night, 2>
<bad, 5>
<Oh, 8>
<delicious, 1>
<sure, 4>
<complacently, 2>
<toast, 2>
<pardner, 1>
<Sairy, 1>
<Gamp, 1>
<Fun, 1>
<grubbing, 1>
<glass, 2>
<drank, 2>
<merrily, 1>
<lounging, 1>
<ten, 2>
<clock, 1>
<solitary, 1>
<taste, 1>
<room, 7>
<seemed, 5>
<lonely, 1>
<untidy, 1>
<vases, 1>
<dusted, 1>
<scattered, 1>
<Nothing, 1>
<neat, 1>
<pleasant, 5>
<meant, 1>
<yawn, 1>
<imagine, 1>
<pretty, 5>
<dresses, 1>
<salary, 1>
<spent, 1>
<river, 1>
<afternoon, 5>
<crying, 3>
<Wide, 2>
<World, 1>
<rummaging, 1>
<everything, 5>
<resided, 1>
<tired, 8>
<half, 4>
<establishment, 1>
<topsy, 1>
<turvy, 1>
<rejoicing, 1>
<dishes, 2>
<arranged, 1>
<bower, 1>
<white, 3>
<frock, 3>
<smoothed, 1>
<curls, 2>
<draw, 2>
<under, 5>
<honeysuckle, 1>
<hoping, 1>
<someone, 1>
<inquire, 1>
<inquisitive, 2>
<daddy, 1>
<longlegs, 1>
<examined, 1>
<walk, 2>
<got, 16>
<caught, 1>
<shower, 2>
<dripping, 1>
<At, 2>
<teatime, 1>
<compared, 1>
<notes, 1>
<agreed, 2>
<delightful, 3>
<shopping, 2>
<muslin, 1>
<breadths, 1>
<mishap, 1>
<slightly, 1>
<cross, 1>
<burned, 2>
<skin, 1>
<boating, 2>
<raging, 1>
<headache, 1>
<worried, 1>
<confusion, 2>
<difficulty, 1>
<learning, 1>
<damage, 1>
<Katy, 1>
<Flora, 1>
<McFlimsey, 1>
<wear, 3>
<these, 1>
<mere, 1>
<trifles, 2>
<assured, 1>
<finely, 2>
<smiled, 3>
<help, 6>
<neglected, 3>
<keeping, 2>
<machinery, 1>
<running, 2>
<smoothly, 1>
<astonishing, 1>
<peculiar, 1>
<uncomfortable, 2>
<produced, 1>
<resting, 1>
<reveling, 1>
<process, 1>
<kept, 5>
<longer, 2>
<weather, 1>
<variable, 1>
<tempers, 1>
<unsettled, 1>
<feeling, 1>
<Satan, 1>
<found, 6>
<plenty, 5>
<mischief, 2>
<luxury, 1>
<hang, 1>
<heavily, 1>
<snipping, 1>
<spoiling, 1>
<attempts, 1>
<furbish, 1>
<Moffat, 2>
<sick, 2>
<fidgety, 1>
<natured, 2>
<quarrel, 2>
<reduced, 1>
<spirits, 3>
<desperately, 1>
<wished, 2>
<constantly, 1>
<forgetting, 1>
<back, 6>
<ways, 1>
<something, 6>
<affected, 1>
<than, 13>
<tranquility, 1>
<disturbed, 2>
<shook, 2>
<poor, 4>
<Joanna, 2>
<told, 2>
<fared, 1>
<worst, 2>
<resources, 1>
<small, 1>
<sisters, 5>
<amuse, 3>
<herself, 10>
<soon, 6>
<important, 1>
<self, 1>
<burden, 1>
<dolls, 2>
<tales, 1>
<childish, 1>
<couldn, 1>
<Tea, 1>
<parties, 1>
<amount, 1>
<picnics, 1>
<unless, 1>
<conducted, 1>
<traveling, 1>
<stay, 2>
<selfish, 1>
<grown, 2>
<boy, 4>
<enough, 7>
<patience, 1>
<Boaz, 1>
<complained, 1>
<Miss, 11>
<Malaprop, 1>
<pleasure, 2>
<fretting, 1>
<ennui, 2>
<acknowledged, 1>
<glad, 3>
<Hoping, 1>
<impress, 1>
<lesson, 2>
<deal, 5>
<humor, 1>
<resolved, 1>
<finish, 1>
<trial, 1>
<holiday, 3>
<system, 1>
<kitchen, 4>
<dining, 1>
<anywhere, 1>
<Mercy, 1>
<happened, 1>
<staring, 2>
<ran, 3>
<upstairs, 1>
<relieved, 1>
<ashamed, 1>
<isn, 6>
<quietly, 1>
<thing, 6>
<act, 2>
<bit, 3>
<hard, 5>
<mustn, 1>
<grumble, 1>
<ourselves, 2>
<easy, 4>
<idea, 2>
<aching, 1>
<amusement, 1>
<quickly, 1>
<In, 3>
<fact, 1>
<immense, 1>
<relief, 1>
<realized, 1>
<truth, 1>
<Housekeeping, 1>
<ain, 1>
<There, 6>
<food, 2>
<larder, 1>
<wondering, 1>
<why, 2>
<servants, 1>
<talked, 3>
<presided, 1>
<matronly, 1>
<behind, 2>
<teapot, 1>
<tray, 1>
<fitted, 1>
<anyone, 2>
<taken, 3>
<compliments, 1>
<tea, 3>
<bitter, 1>
<omelet, 1>
<scorched, 1>
<biscuits, 1>
<speckled, 1>
<saleratus, 1>
<received, 1>
<repast, 1>
<heartily, 2>
<souls, 1>
<suffer, 1>
<palatable, 1>
<viands, 1>
<provided, 1>
<disposing, 1>
<feelings, 1>
<might, 4>
<hurt, 2>
<deception, 1>
<Many, 1>
<complaints, 1>
<below, 1>
<chagrin, 1>
<failures, 2>
<mistress, 2>
<company, 3>
<knew, 3>
<less, 1>
<culinary, 1>
<affairs, 1>
<obliging, 1>
<gladly, 2>
<accepted, 1>
<Margaret, 1>
<retired, 2>
<hastily, 2>
<whisking, 1>
<litter, 1>
<shutting, 1>
<blinds, 1>
<dusting, 1>
<powers, 2>
<desire, 1>
<immediately, 1>
<note, 3>
<inviting, 1>
<better, 6>
<informed, 1>
<hospitable, 1>
<rash, 1>
<corned, 1>
<beef, 2>
<potatoes, 2>
<asparagus, 4>
<lobster, 4>
<relish, 1>
<lettuce, 2>
<salad, 2>
<book, 2>
<tells, 1>
<blanc, 2>
<mange, 2>
<strawberries, 3>
<dessert, 1>
<coffee, 1>
<elegant, 1>
<messes, 2>
<molasses, 1>
<candy, 1>
<fit, 2>
<eat, 4>
<responsibility, 1>
<just, 5>
<civil, 1>
<pudding, 1>
<advice, 2>
<muddle, 1>
<bread, 7>
<prudently, 1>
<fool, 1>
<huff, 1>
<doubts, 1>
<expressed, 1>
<Get, 1>
<disturb, 1>
<worry, 2>
<enjoyed, 1>
<housekeeping, 1>
<visiting, 1>
<spectacle, 2>
<busy, 1>
<comfortably, 1>
<feel, 3>
<unnatural, 1>
<phenomenon, 1>
<occurred, 1>
<eclipse, 1>
<earthquake, 1>
<volcanic, 1>
<eruption, 1>
<hardly, 1>
<stranger, 1>
<Everything, 1>
<somehow, 1>
<downstairs, 1>
<sign, 1>
<wrong, 2>
<bothering, 1>
<Feeling, 2>
<hurried, 2>
<sobbing, 1>
<Pip, 8>
<canary, 1>
<dead, 2>
<cage, 2>
<claws, 1>
<pathetically, 1>
<extended, 1>
<imploring, 1>
<died, 2>
<fault, 1>
<forgot, 1>
<drop, 2>
<cruel, 1>
<restore, 1>
<peeped, 2>
<eye, 2>
<finding, 2>
<stiff, 1>
<cold, 2>
<offered, 1>
<domino, 2>
<box, 4>
<coffin, 1>
<Put, 1>
<oven, 2>
<maybe, 1>
<revive, 1>
<hopefully, 1>
<starved, 1>
<shan, 1>
<shroud, 2>
<buried, 1>
<another, 8>
<bird, 2>
<folded, 1>
<funeral, 3>
<cry, 1>
<Bethy, 1>
<pity, 1>
<goes, 2>
<Make, 1>
