<, 1>
<each, 1>
<is, 1>
<more, 1>
<sensational, 1>
<than, 1>
<the, 1>
<last, 1>
<I, 1>
<ve, 1>
<gone, 1>
<blindly, 1>
<on, 1>
<hurting, 1>
<myself, 1>
<and, 1>
<other, 1>
<people, 1>
<for, 1>
<the, 1>
<sake, 1>
<of, 1>
<money, 1>
<I, 1>
<know, 1>
<it, 1>
<s, 1>
<so, 1>
<for, 1>
<I, 1>
<can, 1>
<t, 1>
<read, 1>
<this, 1>
<stuff, 1>
<in, 1>
<sober, 1>
<earnest, 1>
<without, 1>
<being, 1>
<horribly, 1>
<ashamed, 1>
<of, 1>
<it, 1>
<and, 1>
<what, 1>
<should, 1>
<I, 1>
<do, 1>
<if, 1>
<they, 1>
<were, 1>
<seen, 1>
<at, 1>
<home, 1>
<or, 1>
<Mr, 1>
<Bhaer, 1>
<got, 1>
<hold, 1>
<of, 1>
<them, 1>
<Jo, 1>
<turned, 1>
<hot, 1>
<at, 1>
<the, 1>
<bare, 1>
<idea, 1>
<and, 1>
<stuffed, 1>
<the, 1>
<whole, 1>
<bundle, 1>
<into, 1>
<her, 1>
<stove, 1>
<nearly, 1>
<setting, 1>
<the, 1>
<chimney, 1>
<afire, 1>
<with, 1>
<the, 1>
<blaze, 1>
<Yes, 1>
<that, 1>
<s, 1>
<the, 1>
<best, 1>
<place, 1>
<for, 1>
<such, 1>
<inflammable, 1>
<nonsense, 1>
<I, 1>
<d, 1>
<better, 1>
<burn, 1>
<the, 1>
<house, 1>
<down, 1>
<I, 1>
<suppose, 1>
<than, 1>
<let, 1>
<other, 1>
<people, 1>
<blow, 1>
<themselves, 1>
<up, 1>
<with, 1>
<my, 1>
<gunpowder, 1>
<she, 1>
<thought, 1>
<as, 1>
<she, 1>
<watched, 1>
<the, 1>
<Demon, 1>
<of, 1>
<the, 1>
<Jura, 1>
<whisk, 1>
<away, 1>
<a, 1>
<little, 1>
<black, 1>
<cinder, 1>
<with, 1>
<fiery, 1>
<eyes, 1>
<But, 1>
<when, 1>
<nothing, 1>
<remained, 1>
<of, 1>
<all, 1>
<her, 1>
<three, 1>
<month, 1>
<s, 1>
<work, 1>
<except, 1>
<a, 1>
<heap, 1>
<of, 1>
<ashes, 1>
<and, 1>
<the, 1>
<money, 1>
<in, 1>
<her, 1>
<lap, 1>
<Jo, 1>
<looked, 1>
<sober, 1>
<as, 1>
<she, 1>
<sat, 1>
<on, 1>
<the, 1>
<floor, 1>
<wondering, 1>
<what, 1>
<she, 1>
<ought, 1>
<to, 1>
<do, 1>
<about, 1>
<her, 1>
<wages, 1>
<I, 1>
<think, 1>
<I, 1>
<haven, 1>
<t, 1>
<done, 1>
<much, 1>
<harm, 1>
<yet, 1>
<and, 1>
<may, 1>
<keep, 1>
<this, 1>
<to, 1>
<pay, 1>
<for, 1>
<my, 1>
<time, 1>
<she, 1>
<said, 1>
<after, 1>
<a, 1>
<long, 1>
<meditation, 1>
<adding, 1>
<impatiently, 1>
<I, 1>
<almost, 1>
<wish, 1>
<I, 1>
<hadn, 1>
<t, 1>
<any, 1>
<conscience, 1>
<it, 1>
<s, 1>
<so, 1>
<inconvenient, 1>
<If, 1>
<I, 1>
<didn, 1>
<t, 1>
<care, 1>
<about, 1>
<doing, 1>
<right, 1>
<and, 1>
<didn, 1>
<t, 1>
<feel, 1>
<uncomfortable, 1>
<when, 1>
<doing, 1>
<wrong, 1>
<I, 1>
<should, 1>
<get, 1>
<on, 1>
<capitally, 1>
<I, 1>
<can, 1>
<t, 1>
<help, 1>
<wishing, 1>
<sometimes, 1>
<that, 1>
<Mother, 1>
<and, 1>
<Father, 1>
<hadn, 1>
<t, 1>
<been, 1>
<so, 1>
<particular, 1>
<about, 1>
<such, 1>
<things, 1>
<Ah, 1>
<Jo, 1>
<instead, 1>
<of, 1>
<wishing, 1>
<that, 1>
<thank, 1>
<God, 1>
<that, 1>
<Father, 1>
<and, 1>
<Mother, 1>
<were, 1>
<particular, 1>
<and, 1>
<pity, 1>
<from, 1>
<your, 1>
<heart, 1>
<those, 1>
<who, 1>
<have, 1>
<no, 1>
<such, 1>
<guardians, 1>
<to, 1>
<hedge, 1>
<them, 1>
<round, 1>
<with, 1>
<principles, 1>
<which, 1>
<may, 1>
<seem, 1>
<like, 1>
<prison, 1>
<walls, 1>
<to, 1>
<impatient, 1>
<youth, 1>
<but, 1>
<which, 1>
<will, 1>
<prove, 1>
<sure, 1>
<foundations, 1>
<to, 1>
<build, 1>
<character, 1>
<upon, 1>
<in, 1>
<womanhood, 1>
<Jo, 1>
<wrote, 1>
<no, 1>
<more, 1>
<sensational, 1>
<stories, 1>
<deciding, 1>
<that, 1>
<the, 1>
<money, 1>
<did, 1>
<not, 1>
<pay, 1>
<for, 1>
<her, 1>
<share, 1>
<of, 1>
<the, 1>
<sensation, 1>
<but, 1>
<going, 1>
<to, 1>
<the, 1>
<other, 1>
<extreme, 1>
<as, 1>
<is, 1>
<the, 1>
<way, 1>
<with, 1>
<people, 1>
<of, 1>
<her, 1>
<stamp, 1>
<she, 1>
<took, 1>
<a, 1>
<course, 1>
<of, 1>
<Mrs, 1>
<Sherwood, 1>
<Miss, 1>
<Edgeworth, 1>
<and, 1>
<Hannah, 1>
<More, 1>
<and, 1>
<then, 1>
<produced, 1>
<a, 1>
<tale, 1>
<which, 1>
<might, 1>
<have, 1>
<been, 1>
<more, 1>
<properly, 1>
<called, 1>
<an, 1>
<essay, 1>
<or, 1>
<a, 1>
<sermon, 1>
<so, 1>
<intensely, 1>
<moral, 1>
<was, 1>
<it, 1>
<She, 1>
<had, 1>
<her, 1>
<doubts, 1>
<about, 1>
<it, 1>
<from, 1>
<the, 1>
<beginning, 1>
<for, 1>
<her, 1>
<lively, 1>
<fancy, 1>
<and, 1>
<girlish, 1>
<romance, 1>
<felt, 1>
<as, 1>
<ill, 1>
<at, 1>
<ease, 1>
<in, 1>
<the, 1>
<new, 1>
<style, 1>
<as, 1>
<she, 1>
<would, 1>
<have, 1>
<done, 1>
<masquerading, 1>
<in, 1>
<the, 1>
<stiff, 1>
<and, 1>
<cumbrous, 1>
<costume, 1>
<of, 1>
<the, 1>
<last, 1>
<century, 1>
<She, 1>
<sent, 1>
<this, 1>
<didactic, 1>
<gem, 1>
<to, 1>
<several, 1>
<markets, 1>
<but, 1>
<it, 1>
<found, 1>
<no, 1>
<purchaser, 1>
<and, 1>
<she, 1>
<was, 1>
<inclined, 1>
<to, 1>
<agree, 1>
<with, 1>
<Mr, 1>
<Dashwood, 1>
<that, 1>
<morals, 1>
<didn, 1>
<t, 1>
<sell, 1>
<Then, 1>
<she, 1>
<tried, 1>
<a, 1>
<child, 1>
<s, 1>
<story, 1>
<which, 1>
<she, 1>
<could, 1>
<easily, 1>
<have, 1>
<disposed, 1>
<of, 1>
<if, 1>
<she, 1>
<had, 1>
<not, 1>
<been, 1>
<mercenary, 1>
<enough, 1>
<to, 1>
<demand, 1>
<filthy, 1>
<lucre, 1>
<for, 1>
<it, 1>
<The, 1>
<only, 1>
<person, 1>
<who, 1>
<offered, 1>
<enough, 1>
<to, 1>
<make, 1>
<it, 1>
<worth, 1>
<her, 1>
<while, 1>
<to, 1>
<try, 1>
<juvenile, 1>
<literature, 1>
<was, 1>
<a, 1>
<worthy, 1>
<gentleman, 1>
<who, 1>
<felt, 1>
<it, 1>
<his, 1>
<mission, 1>
<to, 1>
<convert, 1>
<all, 1>
<the, 1>
<world, 1>
<to, 1>
<his, 1>
<particular, 1>
<belief, 1>
<But, 1>
<much, 1>
<as, 1>
<she, 1>
<liked, 1>
<to, 1>
<write, 1>
<for, 1>
<children, 1>
<Jo, 1>
<could, 1>
<not, 1>
<consent, 1>
<to, 1>
<depict, 1>
<all, 1>
<her, 1>
<naughty, 1>
<boys, 1>
<as, 1>
<being, 1>
<eaten, 1>
<by, 1>
<bears, 1>
<or, 1>
<tossed, 1>
<by, 1>
<mad, 1>
<bulls, 1>
<because, 1>
<they, 1>
<did, 1>
<not, 1>
<go, 1>
<to, 1>
<a, 1>
<particular, 1>
<Sabbath, 1>
<school, 1>
<nor, 1>
<all, 1>
<the, 1>
<good, 1>
<infants, 1>
<who, 1>
<did, 1>
<go, 1>
<as, 1>
<rewarded, 1>
<by, 1>
<every, 1>
<kind, 1>
<of, 1>
<bliss, 1>
<from, 1>
<gilded, 1>
<gingerbread, 1>
<to, 1>
<escorts, 1>
<of, 1>
<angels, 1>
<when, 1>
<they, 1>
<departed, 1>
<this, 1>
<life, 1>
<with, 1>
<psalms, 1>
<or, 1>
<sermons, 1>
<on, 1>
<their, 1>
<lisping, 1>
<tongues, 1>
<So, 1>
<nothing, 1>
<came, 1>
<of, 1>
<these, 1>
<trials, 1>
<and, 1>
<Jo, 1>
<corked, 1>
<up, 1>
<her, 1>
<inkstand, 1>
<and, 1>
<said, 1>
<in, 1>
<a, 1>
<fit, 1>
<of, 1>
<very, 1>
<wholesome, 1>
<humility, 1>
<I, 1>
<don, 1>
<t, 1>
<know, 1>
<anything, 1>
<I, 1>
<ll, 1>
<wait, 1>
<until, 1>
<I, 1>
<do, 1>
<before, 1>
<I, 1>
<try, 1>
<again, 1>
<and, 1>
<meantime, 1>
<sweep, 1>
<mud, 1>
<in, 1>
<the, 1>
<street, 1>
<if, 1>
<I, 1>
<can, 1>
<t, 1>
<do, 1>
<better, 1>
<that, 1>
<s, 1>
<honest, 1>
<at, 1>
<least, 1>
<Which, 1>
<decision, 1>
<proved, 1>
<that, 1>
<her, 1>
<second, 1>
<tumble, 1>
<down, 1>
<the, 1>
<beanstalk, 1>
<had, 1>
<done, 1>
<her, 1>
<some, 1>
<good, 1>
<While, 1>
<these, 1>
<internal, 1>
<revolutions, 1>
<were, 1>
<going, 1>
<on, 1>
<her, 1>
<external, 1>
<life, 1>
<had, 1>
<been, 1>
<as, 1>
<busy, 1>
<and, 1>
<uneventful, 1>
<as, 1>
<usual, 1>
<and, 1>
<if, 1>
<she, 1>
<sometimes, 1>
<looked, 1>
<serious, 1>
<or, 1>
<a, 1>
<little, 1>
<sad, 1>
<no, 1>
<one, 1>
<observed, 1>
<it, 1>
<but, 1>
<Professor, 1>
<Bhaer, 1>
<He, 1>
<did, 1>
<it, 1>
<so, 1>
<quietly, 1>
<that, 1>
<Jo, 1>
<never, 1>
<knew, 1>
<he, 1>
<was, 1>
<watching, 1>
<to, 1>
<see, 1>
<if, 1>
<she, 1>
<would, 1>
<accept, 1>
<and, 1>
<profit, 1>
<by, 1>
<his, 1>
<reproof, 1>
<but, 1>
<she, 1>
<stood, 1>
<the, 1>
<test, 1>
<and, 1>
<he, 1>
<was, 1>
<satisfied, 1>
<for, 1>
<though, 1>
<no, 1>
<words, 1>
<passed, 1>
<between, 1>
<them, 1>
<he, 1>
<knew, 1>
<that, 1>
<she, 1>
<had, 1>
<given, 1>
<up, 1>
<writing, 1>
<Not, 1>
<only, 1>
<did, 1>
<he, 1>
<guess, 1>
<it, 1>
<by, 1>
<the, 1>
<fact, 1>
<that, 1>
<the, 1>
<second, 1>
<finger, 1>
<of, 1>
<her, 1>
<right, 1>
<hand, 1>
<was, 1>
<no, 1>
<longer, 1>
<inky, 1>
<but, 1>
<she, 1>
<spent, 1>
<her, 1>
<evenings, 1>
<downstairs, 1>
<now, 1>
<was, 1>
<met, 1>
<no, 1>
<more, 1>
<among, 1>
<newspaper, 1>
<offices, 1>
<and, 1>
<studied, 1>
<with, 1>
<a, 1>
<dogged, 1>
<patience, 1>
<which, 1>
<assured, 1>
<him, 1>
<that, 1>
<she, 1>
<was, 1>
<bent, 1>
<on, 1>
<occupying, 1>
<her, 1>
<mind, 1>
<with, 1>
<something, 1>
<useful, 1>
<if, 1>
<not, 1>
<pleasant, 1>
<He, 1>
<helped, 1>
<her, 1>
<in, 1>
<many, 1>
<ways, 1>
<proving, 1>
<himself, 1>
<a, 1>
<true, 1>
<friend, 1>
<and, 1>
<Jo, 1>
<was, 1>
<happy, 1>
<for, 1>
<while, 1>
<her, 1>
<pen, 1>
<lay, 1>
<idle, 1>
<she, 1>
<was, 1>
<learning, 1>
<other, 1>
<lessons, 1>
<besides, 1>
<German, 1>
<and, 1>
<laying, 1>
<a, 1>
<foundation, 1>
<for, 1>
<the, 1>
<sensation, 1>
<story, 1>
<of, 1>
<her, 1>
<own, 1>
<life, 1>
<It, 1>
<was, 1>
<a, 1>
<pleasant, 1>
<winter, 1>
<and, 1>
<a, 1>
<long, 1>
<one, 1>
<for, 1>
<she, 1>
<did, 1>
<not, 1>
<leave, 1>
<Mrs, 1>
<Kirke, 1>
<till, 1>
<June, 1>
<Everyone, 1>
<seemed, 1>
<sorry, 1>
<when, 1>
<the, 1>
<time, 1>
<came, 1>
<The, 1>
<children, 1>
<were, 1>
<inconsolable, 1>
<and, 1>
<Mr, 1>
<Bhaer, 1>
<s, 1>
<hair, 1>
<stuck, 1>
<straight, 1>
<up, 1>
<all, 1>
<over, 1>
<his, 1>
<head, 1>
<for, 1>
<he, 1>
<always, 1>
<rumpled, 1>
<it, 1>
<wildly, 1>
<when, 1>
<disturbed, 1>
<in, 1>
<mind, 1>
<Going, 1>
<home, 1>
<Ah, 1>
<you, 1>
<are, 1>
<happy, 1>
<that, 1>
<you, 1>
<haf, 1>
<a, 1>
<home, 1>
<to, 1>
<go, 1>
<in, 1>
<he, 1>
<said, 1>
<when, 1>
<she, 1>
<told, 1>
<him, 1>
<and, 1>
<sat, 1>
<silently, 1>
<pulling, 1>
<his, 1>
<beard, 1>
<in, 1>
<the, 1>
<corner, 1>
<while, 1>
<she, 1>
<held, 1>
<a, 1>
<little, 1>
<levee, 1>
<on, 1>
<that, 1>
<last, 1>
<evening, 1>
<She, 1>
<was, 1>
<going, 1>
<early, 1>
<so, 1>
<she, 1>
<bade, 1>
<them, 1>
<all, 1>
<goodbye, 1>
<overnight, 1>
<and, 1>
<when, 1>
<his, 1>
<turn, 1>
<came, 1>
<she, 1>
<said, 1>
<warmly, 1>
<Now, 1>
<Sir, 1>
<you, 1>
<won, 1>
<t, 1>
<forget, 1>
<to, 1>
<come, 1>
<and, 1>
<see, 1>
<us, 1>
<if, 1>
<you, 1>
<ever, 1>
<travel, 1>
<our, 1>
<way, 1>
<will, 1>
<you, 1>
<I, 1>
<ll, 1>
<never, 1>
<forgive, 1>
<you, 1>
<if, 1>
<you, 1>
<do, 1>
<for, 1>
<I, 1>
<want, 1>
<them, 1>
<all, 1>
<to, 1>
<know, 1>
<my, 1>
<friend, 1>
<Do, 1>
<you, 1>
<Shall, 1>
<I, 1>
<come, 1>
<he, 1>
<asked, 1>
<looking, 1>
<down, 1>
<at, 1>
<her, 1>
<with, 1>
<an, 1>
<eager, 1>
<expression, 1>
<which, 1>
<she, 1>
<did, 1>
<not, 1>
<see, 1>
<Yes, 1>
<come, 1>
<next, 1>
<month, 1>
<Laurie, 1>
<graduates, 1>
<then, 1>
<and, 1>
<you, 1>
<d, 1>
<enjoy, 1>
<commencement, 1>
<as, 1>
<something, 1>
<new, 1>
<That, 1>
<is, 1>
<your, 1>
<best, 1>
<friend, 1>
<of, 1>
<whom, 1>
<you, 1>
<speak, 1>
<he, 1>
<said, 1>
<in, 1>
<an, 1>
<altered, 1>
<tone, 1>
<Yes, 1>
<my, 1>
<boy, 1>
<Teddy, 1>
<I, 1>
<m, 1>
<very, 1>
<proud, 1>
<of, 1>
<him, 1>
<and, 1>
<should, 1>
<like, 1>
<you, 1>
<to, 1>
<see, 1>
<him, 1>
<Jo, 1>
<looked, 1>
<up, 1>
<then, 1>
<quite, 1>
<unconscious, 1>
<of, 1>
<anything, 1>
<but, 1>
<her, 1>
<own, 1>
<pleasure, 1>
<in, 1>
<the, 1>
<prospect, 1>
<of, 1>
<showing, 1>
<them, 1>
<to, 1>
<one, 1>
<another, 1>
<Something, 1>
<in, 1>
<Mr, 1>
<Bhaer, 1>
<s, 1>
<face, 1>
<suddenly, 1>
<recalled, 1>
<the, 1>
<fact, 1>
<that, 1>
<she, 1>
<might, 1>
<find, 1>
<Laurie, 1>
<more, 1>
<than, 1>
<a, 1>
<best, 1>
<friend, 1>
<and, 1>
<simply, 1>
<because, 1>
<she, 1>
<particularly, 1>
<wished, 1>
<not, 1>
<to, 1>
<look, 1>
<as, 1>
<if, 1>
<anything, 1>
<was, 1>
<the, 1>
<matter, 1>
<she, 1>
<involuntarily, 1>
<began, 1>
<to, 1>
<blush, 1>
<and, 1>
<the, 1>
<more, 1>
<she, 1>
<tried, 1>
<not, 1>
<to, 1>
<the, 1>
<redder, 1>
<she, 1>
<grew, 1>
<If, 1>
<it, 1>
<had, 1>
<not, 1>
<been, 1>
<for, 1>
<Tina, 1>
<on, 1>
<her, 1>
<knee, 1>
<She, 1>
<didn, 1>
<t, 1>
<know, 1>
<what, 1>
<would, 1>
<have, 1>
<become, 1>
<of, 1>
<her, 1>
<Fortunately, 1>
<the, 1>
<child, 1>
<was, 1>
<moved, 1>
<to, 1>
<hug, 1>
<her, 1>
<so, 1>
<she, 1>
<managed, 1>
<to, 1>
<hide, 1>
<her, 1>
<face, 1>
<an, 1>
<instant, 1>
<hoping, 1>
<the, 1>
<Professor, 1>
<did, 1>
<not, 1>
<see, 1>
<it, 1>
<But, 1>
<he, 1>
<did, 1>
<and, 1>
<his, 1>
<own, 1>
<changed, 1>
<again, 1>
<from, 1>
<that, 1>
<momentary, 1>
<anxiety, 1>
<to, 1>
<its, 1>
<usual, 1>
<expression, 1>
<as, 1>
<he, 1>
<said, 1>
<cordially, 1>
<I, 1>
<fear, 1>
<I, 1>
<shall, 1>
<not, 1>
<make, 1>
<the, 1>
<time, 1>
<for, 1>
<that, 1>
<but, 1>
<I, 1>
<wish, 1>
<the, 1>
<friend, 1>
<much, 1>
<success, 1>
<and, 1>
<you, 1>
<all, 1>
<happiness, 1>
<Gott, 1>
<bless, 1>
<you, 1>
<And, 1>
<with, 1>
<that, 1>
<he, 1>
<shook, 1>
<hands, 1>
<warmly, 1>
<shouldered, 1>
<Tina, 1>
<and, 1>
<went, 1>
<away, 1>
<But, 1>
<after, 1>
<the, 1>
<boys, 1>
<were, 1>
<abed, 1>
<he, 1>
<sat, 1>
<long, 1>
<before, 1>
<his, 1>
<fire, 1>
<with, 1>
<the, 1>
<tired, 1>
<look, 1>
<on, 1>
<his, 1>
<face, 1>
<and, 1>
<the, 1>
<heimweh, 1>
<or, 1>
<homesickness, 1>
<lying, 1>
<heavy, 1>
<at, 1>
<his, 1>
<heart, 1>
<Once, 1>
<when, 1>
<he, 1>
<remembered, 1>
<Jo, 1>
<as, 1>
<she, 1>
<sat, 1>
<with, 1>
<the, 1>
<little, 1>
<child, 1>
<in, 1>
<her, 1>
<lap, 1>
<and, 1>
<that, 1>
<new, 1>
<softness, 1>
<in, 1>
<her, 1>
<face, 1>
<he, 1>
<leaned, 1>
<his, 1>
<head, 1>
<on, 1>
<his, 1>
<hands, 1>
<a, 1>
<minute, 1>
<and, 1>
<then, 1>
<roamed, 1>
<about, 1>
<the, 1>
<room, 1>
<as, 1>
<if, 1>
<in, 1>
<search, 1>
<of, 1>
<something, 1>
<that, 1>
<he, 1>
<could, 1>
<not, 1>
<find, 1>
<It, 1>
<is, 1>
<not, 1>
<for, 1>
<me, 1>
<I, 1>
<must, 1>
<not, 1>
<hope, 1>
<it, 1>
<now, 1>
<he, 1>
<said, 1>
<to, 1>
<himself, 1>
<with, 1>
<a, 1>
<sigh, 1>
<that, 1>
<was, 1>
<almost, 1>
<a, 1>
<groan, 1>
<Then, 1>
<as, 1>
<if, 1>
<reproaching, 1>
<himself, 1>
<for, 1>
<the, 1>
<longing, 1>
<that, 1>
<he, 1>
<could, 1>
<not, 1>
<repress, 1>
<he, 1>
<went, 1>
<and, 1>
<kissed, 1>
<the, 1>
<two, 1>
<tousled, 1>
<heads, 1>
<upon, 1>
<the, 1>
<pillow, 1>
<took, 1>
<down, 1>
<his, 1>
<seldom, 1>
<used, 1>
<meerschaum, 1>
<and, 1>
<opened, 1>
<his, 1>
<Plato, 1>
<He, 1>
<did, 1>
<his, 1>
<best, 1>
<and, 1>
<did, 1>
<it, 1>
<manfully, 1>
<but, 1>
<I, 1>
<don, 1>
<t, 1>
<think, 1>
<he, 1>
<found, 1>
<that, 1>
<a, 1>
<pair, 1>
<of, 1>
<rampant, 1>
<boys, 1>
<a, 1>
<pipe, 1>
<or, 1>
<even, 1>
<the, 1>
<divine, 1>
<Plato, 1>
<were, 1>
<very, 1>
<satisfactory, 1>
<substitutes, 1>
<for, 1>
<wife, 1>
<and, 1>
<child, 1>
<at, 1>
<home, 1>
<Early, 1>
<as, 1>
<it, 1>
<was, 1>
<he, 1>
<was, 1>
<at, 1>
<the, 1>
<station, 1>
<next, 1>
<morning, 1>
<to, 1>
<see, 1>
<Jo, 1>
<off, 1>
<and, 1>
<thanks, 1>
<to, 1>
<him, 1>
<she, 1>
<began, 1>
<her, 1>
<solitary, 1>
<journey, 1>
<with, 1>
<the, 1>
<pleasant, 1>
<memory, 1>
<of, 1>
<a, 1>
<familiar, 1>
<face, 1>
<smiling, 1>
<its, 1>
<farewell, 1>
<a, 1>
<bunch, 1>
<of, 1>
<violets, 1>
<to, 1>
<keep, 1>
<her, 1>
<company, 1>
<and, 1>
<best, 1>
<of, 1>
<all, 1>
<the, 1>
<happy, 1>
<thought, 1>
<Well, 1>
<the, 1>
<winter, 1>
<s, 1>
<gone, 1>
<and, 1>
<I, 1>
<ve, 1>
<written, 1>
<no, 1>
<books, 1>
<earned, 1>
<no, 1>
<fortune, 1>
<but, 1>
<I, 1>
<ve, 1>
<made, 1>
<a, 1>
<friend, 1>
<worth, 1>
<having, 1>
<and, 1>
<I, 1>
<ll, 1>
<try, 1>
<to, 1>
<keep, 1>
<him, 1>
<all, 1>
<my, 1>
<life, 1>
<CHAPTER, 1>
<THIRTY, 1>
<FIVE, 1>
<HEARTACHE, 1>
<Whatever, 1>
<his, 1>
<motive, 1>
<might, 1>
<have, 1>
<been, 1>
<Laurie, 1>
<studied, 1>
<to, 1>
<some, 1>
<purpose, 1>
<that, 1>
<year, 1>
<for, 1>
<he, 1>
<graduated, 1>
<with, 1>
<honor, 1>
<and, 1>
<gave, 1>
<the, 1>
<Latin, 1>
<oration, 1>
<with, 1>
<the, 1>
<grace, 1>
<of, 1>
<a, 1>
<Phillips, 1>
<and, 1>
<the, 1>
<eloquence, 1>
<of, 1>
<a, 1>
<Demosthenes, 1>
<so, 1>
<his, 1>
<friends, 1>
<said, 1>
<They, 1>
<were, 1>
<all, 1>
<there, 1>
<his, 1>
<grandfather, 1>
<oh, 1>
<so, 1>
<proud, 1>
<Mr, 1>
<and, 1>
<Mrs, 1>
<March, 1>
<John, 1>
<and, 1>
<Meg, 1>
<Jo, 1>
<and, 1>
<Beth, 1>
<and, 1>
<all, 1>
<exulted, 1>
<over, 1>
<him, 1>
<with, 1>
<the, 1>
<sincere, 1>
<admiration, 1>
<which, 1>
<boys, 1>
<make, 1>
<light, 1>
<of, 1>
<at, 1>
<the, 1>
<time, 1>
<but, 1>
<fail, 1>
<to, 1>
<win, 1>
<from, 1>
<the, 1>
<world, 1>
<by, 1>
<any, 1>
<after, 1>
<triumphs, 1>
<I, 1>
<ve, 1>
<got, 1>
<to, 1>
<stay, 1>
<for, 1>
<this, 1>
<confounded, 1>
<supper, 1>
<but, 1>
<I, 1>
<shall, 1>
<be, 1>
<home, 1>
<early, 1>
<tomorrow, 1>
<You, 1>
<ll, 1>
<come, 1>
<and, 1>
<meet, 1>
<me, 1>
<as, 1>
<usual, 1>
<girls, 1>
<Laurie, 1>
<said, 1>
<as, 1>
<he, 1>
<put, 1>
<the, 1>
<sisters, 1>
<into, 1>
<the, 1>
<carriage, 1>
<after, 1>
<the, 1>
<joys, 1>
<of, 1>
<the, 1>
<day, 1>
<were, 1>
<over, 1>
<He, 1>
<said, 1>
<girls, 1>
<but, 1>
<he, 1>
<meant, 1>
<Jo, 1>
<for, 1>
<she, 1>
<was, 1>
<the, 1>
<only, 1>
<one, 1>
<who, 1>
<kept, 1>
<up, 1>
<the, 1>
<old, 1>
<custom, 1>
<She, 1>
<had, 1>
<not, 1>
<the, 1>
<heart, 1>
<to, 1>
<refuse, 1>
<her, 1>
<splendid, 1>
<successful, 1>
<boy, 1>
<anything, 1>
<and, 1>
<answered, 1>
<warmly, 1>
<I, 1>
<ll, 1>
<come, 1>
<Teddy, 1>
<rain, 1>
<or, 1>
<shine, 1>
<and, 1>
<march, 1>
<before, 1>
<you, 1>
<playing, 1>
<Hail, 1>
<the, 1>
<conquering, 1>
<hero, 1>
<comes, 1>
<on, 1>
<a, 1>
<jew, 1>
<s, 1>
<harp, 1>
<Laurie, 1>
<thanked, 1>
<her, 1>
<with, 1>
<a, 1>
<look, 1>
<that, 1>
<made, 1>
<her, 1>
<think, 1>
<in, 1>
<a, 1>
<sudden, 1>
<panic, 1>
<Oh, 1>
<deary, 1>
<me, 1>
<I, 1>
<know, 1>
<he, 1>
<ll, 1>
<say, 1>
<something, 1>
<and, 1>
<then, 1>
<what, 1>
<shall, 1>
<I, 1>
<do, 1>
<Evening, 1>
<meditation, 1>
<and, 1>
<morning, 1>
<work, 1>
<somewhat, 1>
<allayed, 1>
<her, 1>
<fears, 1>
<and, 1>
<having, 1>
<decided, 1>
<that, 1>
<she, 1>
<wouldn, 1>
<t, 1>
<be, 1>
<vain, 1>
<enough, 1>
<to, 1>
<think, 1>
<people, 1>
<were, 1>
<going, 1>
<to, 1>
<propose, 1>
<when, 1>
<she, 1>
<had, 1>
<given, 1>
<them, 1>
<every, 1>
<reason, 1>
<to, 1>
<know, 1>
<what, 1>
<her, 1>
<answer, 1>
<would, 1>
<be, 1>
<she, 1>
<set, 1>
<forth, 1>
<at, 1>
<the, 1>
<appointed, 1>
<time, 1>
<hoping, 1>
<Teddy, 1>
<wouldn, 1>
<t, 1>
<do, 1>
<anything, 1>
<to, 1>
<make, 1>
<her, 1>
<hurt, 1>
<his, 1>
<poor, 1>
<feelings, 1>
<A, 1>
<call, 1>
<at, 1>
<Meg, 1>
<s, 1>
<and, 1>
<a, 1>
<refreshing, 1>
<sniff, 1>
<and, 1>
<sip, 1>
<at, 1>
<the, 1>
<Daisy, 1>
<and, 1>
<Demijohn, 1>
<still, 1>
<further, 1>
<fortified, 1>
<her, 1>
<for, 1>
<the, 1>
<tete, 1>
<a, 1>
<tete, 1>
<but, 1>
<when, 1>
<she, 1>
<saw, 1>
<a, 1>
<stalwart, 1>
<figure, 1>
<looming, 1>
<in, 1>
<the, 1>
<distance, 1>
<she, 1>
<had, 1>
<a, 1>
<strong, 1>
<desire, 1>
<to, 1>
<turn, 1>
<about, 1>
<and, 1>
<run, 1>
<away, 1>
<Where, 1>
<s, 1>
<the, 1>
<jew, 1>
<s, 1>
<harp, 1>
<Jo, 1>
<cried, 1>
<Laurie, 1>
<as, 1>
<soon, 1>
<as, 1>
<he, 1>
<was, 1>
<within, 1>
<speaking, 1>
<distance, 1>
<I, 1>
<forgot, 1>
<it, 1>
<And, 1>
<Jo, 1>
<took, 1>
<heart, 1>
<again, 1>
<for, 1>
<that, 1>
<salutation, 1>
<could, 1>
<not, 1>
<be, 1>
<called, 1>
<lover, 1>
<like, 1>
<She, 1>
<always, 1>
<used, 1>
<to, 1>
<take, 1>
<his, 1>
<arm, 1>
<on, 1>
<these, 1>
<occasions, 1>
<now, 1>
<she, 1>
<did, 1>
<not, 1>
<and, 1>
<he, 1>
<made, 1>
<no, 1>
<complaint, 1>
<which, 1>
<was, 1>
<a, 1>
<bad, 1>
<sign, 1>
<but, 1>
<talked, 1>
<on, 1>
<rapidly, 1>
<about, 1>
<all, 1>
<sorts, 1>
<of, 1>
<faraway, 1>
<subjects, 1>
<till, 1>
<they, 1>
